Unnamed: 0,Year,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Attendance,Home Team Initials,Away Team Initials,Date,month,year,time,Home_Team_Avg_Goals_Scored,Away_Team_Avg_Goals_Scored,Home_Team_Win_Rate,Away_Team_Win_Rate,Head_to_Head_Wins,Is_Home_Advantage,Result
408,1986.0,Semi-finals,Jalisco,Guadalajara ,France,0.0,2.0,Germany FR,45000.0,FRA,FRG,25.0,6.0,1986.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
409,1986.0,Semi-finals,Estadio Azteca,Mexico City ,Argentina,2.0,0.0,Belgium,114500.0,ARG,BEL,25.0,6.0,1986.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
410,1986.0,Match for third place,Cuauhtemoc,Puebla ,France,,2.0,Belgium,21000.0,FRA,BEL,28.0,6.0,1986.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
411,1986.0,Final,Estadio Azteca,Mexico City ,Argentina,3.0,2.0,Germany FR,114600.0,ARG,FRG,29.0,6.0,1986.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
412,1990.0,Group B,Giuseppe Meazza,Milan ,Argentina,0.0,1.0,Cameroon,73780.0,ARG,CMR,8.0,6.0,1990.0,18:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
413,1990.0,Group B,Stadio San Nicola,Bari ,Soviet Union,0.0,2.0,Romania,42907.0,URS,ROU,9.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
414,1990.0,Group D,Renato Dall Ara,Bologna ,"rn"">United Arab Emirates",0.0,2.0,Colombia,30791.0,UAE,COL,9.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
415,1990.0,Group A,Stadio Olimpico,Rome ,Italy,1.0,0.0,Austria,73303.0,ITA,AUT,9.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
416,1990.0,Group A,Comunale,Florence ,USA,1.0,5.0,Czechoslovakia,33266.0,USA,TCH,10.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
417,1990.0,Group C,Stadio delle Alpi,Turin ,Brazil,2.0,1.0,Sweden,62628.0,BRA,SWE,10.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
418,1990.0,Group D,Giuseppe Meazza,Milan ,Germany FR,,1.0,Yugoslavia,74765.0,FRG,YUG,10.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
419,1990.0,Group C,Luigi Ferraris,Genoa ,Costa Rica,1.0,0.0,Scotland,30867.0,CRC,SCO,11.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
420,1990.0,Group F,Sant Elia,Cagliari ,England,1.0,1.0,"rn"">Republic of Ireland",35238.0,ENG,IRL,11.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
421,1990.0,Group E,Marc Antonio Bentegodi,Verona ,Belgium,2.0,0.0,Korea Republic,32790.0,BEL,KOR,12.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
422,1990.0,Group F,Della Favorita,Palermo ,Netherlands,1.0,1.0,Egypt,33288.0,NED,EGY,12.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
423,1990.0,Group E,Dacia Arena,Udine ,Uruguay,0.0,0.0,Spain,35713.0,URU,ESP,13.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
424,1990.0,Group B,San Paolo,Naples ,Argentina,2.0,0.0,Soviet Union,55759.0,ARG,URS,13.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
425,1990.0,Group B,Stadio San Nicola,Bari ,Cameroon,2.0,1.0,Romania,38687.0,CMR,ROU,14.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
426,1990.0,Group D,Renato Dall Ara,Bologna ,Yugoslavia,1.0,0.0,Colombia,32257.0,YUG,COL,14.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
427,1990.0,Group A,Stadio Olimpico,Rome ,Italy,1.0,0.0,USA,73423.0,ITA,USA,14.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
428,1990.0,Group A,Comunale,Florence ,Austria,0.0,1.0,Czechoslovakia,38962.0,AUT,TCH,15.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
429,1990.0,Group D,Giuseppe Meazza,Milan ,Germany FR,,1.0,"rn"">United Arab Emirates",71169.0,FRG,UAE,15.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
430,1990.0,Group C,Stadio delle Alpi,Turin ,Brazil,1.0,0.0,Costa Rica,58007.0,BRA,CRC,16.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
431,1990.0,Group C,Luigi Ferraris,Genoa ,Sweden,1.0,2.0,Scotland,31823.0,SWE,SCO,16.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
432,1990.0,Group F,Sant Elia,Cagliari ,England,0.0,0.0,Netherlands,35267.0,ENG,NED,16.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
433,1990.0,Group F,Della Favorita,Palermo ,"rn"">Republic of Ireland",0.0,0.0,Egypt,33288.0,IRL,EGY,17.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
434,1990.0,Group E,Dacia Arena,Udine ,Korea Republic,1.0,3.0,Spain,32733.0,KOR,ESP,17.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
435,1990.0,Group E,Marc Antonio Bentegodi,Verona ,Belgium,3.0,1.0,Uruguay,33759.0,BEL,URU,17.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
436,1990.0,Group B,San Paolo,Naples ,Argentina,1.0,1.0,Romania,52733.0,ARG,ROU,18.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
437,1990.0,Group B,Stadio San Nicola,Bari ,Cameroon,0.0,4.0,Soviet Union,37307.0,CMR,URS,18.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
438,1990.0,Group D,Giuseppe Meazza,Milan ,Germany FR,1.0,1.0,Colombia,72510.0,FRG,COL,19.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
439,1990.0,Group D,Renato Dall Ara,Bologna ,Yugoslavia,,1.0,"rn"">United Arab Emirates",27833.0,YUG,UAE,19.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
440,1990.0,Group A,Stadio Olimpico,Rome ,Italy,2.0,0.0,Czechoslovakia,73303.0,ITA,TCH,19.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
441,1990.0,Group A,Comunale,Florence ,Austria,2.0,1.0,USA,34857.0,AUT,USA,19.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
442,1990.0,Group C,Stadio delle Alpi,Turin ,Brazil,1.0,0.0,Scotland,62502.0,BRA,SCO,20.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
443,1990.0,Group C,Luigi Ferraris,Genoa ,Sweden,1.0,2.0,Costa Rica,30223.0,SWE,CRC,20.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
444,1990.0,Group E,Friuli,Udine ,Korea Republic,0.0,1.0,Uruguay,29039.0,KOR,URU,21.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
445,1990.0,Group E,Marc Antonio Bentegodi,Verona ,Belgium,1.0,2.0,Spain,35950.0,BEL,ESP,21.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
446,1990.0,Group F,Della Favorita,Palermo ,"rn"">Republic of Ireland",1.0,1.0,Netherlands,33288.0,IRL,NED,21.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
447,1990.0,Group F,Sant Elia,Cagliari ,England,1.0,0.0,Egypt,34959.0,ENG,EGY,21.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
448,1990.0,Round of 16,San Paolo,Naples ,Cameroon,2.0,1.0,Colombia,50026.0,CMR,COL,23.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
449,1990.0,Round of 16,Stadio San Nicola,Bari ,Czechoslovakia,,1.0,Costa Rica,47673.0,TCH,CRC,23.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
450,1990.0,Round of 16,Stadio delle Alpi,Turin ,Brazil,0.0,1.0,Argentina,61381.0,BRA,ARG,24.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
451,1990.0,Round of 16,Giuseppe Meazza,Milan ,Germany FR,2.0,1.0,Netherlands,74559.0,FRG,NED,24.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
452,1990.0,Round of 16,Luigi Ferraris,Genoa ,"rn"">Republic of Ireland",0.0,0.0,Romania,31818.0,IRL,ROU,25.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
453,1990.0,Round of 16,Stadio Olimpico,Rome ,Italy,2.0,0.0,Uruguay,73303.0,ITA,URU,25.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
454,1990.0,Round of 16,Marc Antonio Bentegodi,Verona ,Spain,1.0,2.0,Yugoslavia,35500.0,ESP,YUG,26.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
455,1990.0,Round of 16,Renato Dall Ara,Bologna ,England,1.0,0.0,Belgium,34520.0,ENG,BEL,26.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
456,1990.0,Quarter-finals,Comunale,Florence ,Yugoslavia,0.0,0.0,Argentina,38971.0,YUG,ARG,30.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
457,1990.0,Quarter-finals,Stadio Olimpico,Rome ,Italy,1.0,0.0,"rn"">Republic of Ireland",73303.0,ITA,IRL,30.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
458,1990.0,Quarter-finals,Giuseppe Meazza,Milan ,Germany FR,1.0,0.0,Czechoslovakia,73347.0,FRG,TCH,1.0,7.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
459,1990.0,Quarter-finals,San Paolo,Naples ,England,3.0,2.0,Cameroon,55205.0,ENG,CMR,1.0,7.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
460,1990.0,Semi-finals,San Paolo,Naples ,Italy,1.0,1.0,Argentina,59978.0,ITA,ARG,3.0,7.0,1990.0,20:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
461,1990.0,Semi-finals,Stadio delle Alpi,Turin ,Germany FR,1.0,1.0,England,62628.0,FRG,ENG,4.0,7.0,1990.0,20:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
462,1990.0,Match for third place,Stadio San Nicola,Bari ,Italy,2.0,1.0,England,51426.0,ITA,ENG,7.0,7.0,1990.0,20:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
463,1990.0,Final,Stadio Olimpico,Rome ,Germany FR,1.0,0.0,Argentina,73603.0,FRG,ARG,8.0,7.0,1990.0,20:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
464,1994.0,Group C,Cotton Bowl,Dallas ,Spain,2.0,2.0,Korea Republic,56247.0,ESP,KOR,17.0,6.0,1994.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
465,1994.0,Group C,Soldier Field,Chicago ,Germany,1.0,0.0,Bolivia,63117.0,GER,BOL,17.0,6.0,1994.0,15:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
466,1994.0,Group A,Pontiac Silverdome,Detroit ,USA,1.0,1.0,Switzerland,73425.0,USA,SUI,18.0,6.0,1994.0,11:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
467,1994.0,Group E,Giants Stadium,New York/New Jersey ,Italy,0.0,1.0,"rn"">Republic of Ireland",75338.0,ITA,IRL,18.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
468,1994.0,Group A,Rose Bowl,Los Angeles ,Colombia,1.0,3.0,Romania,91856.0,COL,ROU,18.0,6.0,1994.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
469,1994.0,Group F,Citrus Bowl,Orlando ,Belgium,1.0,0.0,Morocco,61219.0,BEL,MAR,19.0,6.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
470,1994.0,Group E,RFK Stadium,Washington Dc ,Norway,1.0,0.0,Mexico,52395.0,NOR,MEX,19.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
471,1994.0,Group B,Rose Bowl,Los Angeles ,Cameroon,2.0,2.0,Sweden,93194.0,CMR,SWE,19.0,6.0,1994.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
472,1994.0,Group F,RFK Stadium,Washington Dc ,Netherlands,2.0,1.0,Saudi Arabia,50535.0,NED,KSA,20.0,6.0,1994.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
473,1994.0,Group B,Stanford Stadium,San Francisco ,Brazil,2.0,0.0,Russia,81061.0,BRA,RUS,20.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
474,1994.0,Group D,Foxboro Stadium,Boston ,Argentina,,0.0,Greece,54456.0,ARG,GRE,21.0,6.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
475,1994.0,Group D,Cotton Bowl,Dallas ,Nigeria,3.0,0.0,Bulgaria,44132.0,NGA,BUL,21.0,6.0,1994.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
476,1994.0,Group C,Soldier Field,Chicago ,Germany,1.0,1.0,Spain,63113.0,GER,ESP,21.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
477,1994.0,Group A,Pontiac Silverdome,Detroit ,Romania,1.0,4.0,Switzerland,61428.0,ROU,SUI,22.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
478,1994.0,Group A,Rose Bowl,Los Angeles ,USA,2.0,1.0,Colombia,93869.0,USA,COL,22.0,6.0,1994.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
479,1994.0,Group E,Giants Stadium,New York/New Jersey ,Italy,1.0,0.0,Norway,74624.0,ITA,NOR,23.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
480,1994.0,Group C,Foxboro Stadium,Boston ,Korea Republic,0.0,0.0,Bolivia,54453.0,KOR,BOL,23.0,6.0,1994.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
481,1994.0,Group E,Citrus Bowl,Orlando ,Mexico,2.0,1.0,"rn"">Republic of Ireland",60790.0,MEX,IRL,24.0,6.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
482,1994.0,Group B,Pontiac Silverdome,Detroit ,Sweden,3.0,1.0,Russia,71528.0,SWE,RUS,24.0,6.0,1994.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
483,1994.0,Group B,Stanford Stadium,San Francisco ,Brazil,3.0,0.0,Cameroon,83401.0,BRA,CMR,24.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
484,1994.0,Group F,Citrus Bowl,Orlando ,Belgium,1.0,0.0,Netherlands,62387.0,BEL,NED,25.0,6.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
485,1994.0,Group F,Giants Stadium,New York/New Jersey ,Saudi Arabia,2.0,1.0,Morocco,76322.0,KSA,MAR,25.0,6.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
486,1994.0,Group D,Foxboro Stadium,Boston ,Argentina,2.0,1.0,Nigeria,54453.0,ARG,NGA,25.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
487,1994.0,Group D,Soldier Field,Chicago ,Bulgaria,,0.0,Greece,63160.0,BUL,GRE,26.0,6.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
488,1994.0,Group A,Rose Bowl,Los Angeles ,USA,0.0,1.0,Romania,93869.0,USA,ROU,26.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
489,1994.0,Group A,Stanford Stadium,San Francisco ,Switzerland,0.0,2.0,Colombia,83401.0,SUI,COL,26.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
490,1994.0,Group C,Cotton Bowl,Dallas ,Germany,3.0,2.0,Korea Republic,63998.0,GER,KOR,27.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
491,1994.0,Group C,Soldier Field,Chicago ,Bolivia,1.0,3.0,Spain,63089.0,BOL,ESP,27.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
492,1994.0,Group E,Giants Stadium,New York/New Jersey ,"rn"">Republic of Ireland",0.0,0.0,Norway,72404.0,IRL,NOR,28.0,6.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
493,1994.0,Group B,Pontiac Silverdome,Detroit ,Brazil,1.0,1.0,Sweden,77217.0,BRA,SWE,28.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
494,1994.0,Group E,RFK Stadium,Washington Dc ,Italy,1.0,1.0,Mexico,52535.0,ITA,MEX,28.0,6.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
495,1994.0,Group B,Stanford Stadium,San Francisco ,Russia,,1.0,Cameroon,74914.0,RUS,CMR,28.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
496,1994.0,Group F,Citrus Bowl,Orlando ,Morocco,1.0,2.0,Netherlands,60578.0,MAR,NED,29.0,6.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
497,1994.0,Group F,RFK Stadium,Washington Dc ,Belgium,0.0,1.0,Saudi Arabia,52959.0,BEL,KSA,29.0,6.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
498,1994.0,Group D,Foxboro Stadium,Boston ,Greece,0.0,2.0,Nigeria,53001.0,GRE,NGA,30.0,6.0,1994.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
499,1994.0,Group D,Cotton Bowl,Dallas ,Argentina,0.0,2.0,Bulgaria,63998.0,ARG,BUL,30.0,6.0,1994.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
500,1994.0,Round of 16,Soldier Field,Chicago ,Germany,3.0,2.0,Belgium,60246.0,GER,BEL,2.0,7.0,1994.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
501,1994.0,Round of 16,RFK Stadium,Washington Dc ,Spain,3.0,0.0,Switzerland,53121.0,ESP,SUI,2.0,7.0,1994.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
502,1994.0,Round of 16,Cotton Bowl,Dallas ,Saudi Arabia,1.0,3.0,Sweden,60277.0,KSA,SWE,3.0,7.0,1994.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
503,1994.0,Round of 16,Rose Bowl,Los Angeles ,Romania,3.0,2.0,Argentina,90469.0,ROU,ARG,3.0,7.0,1994.0,13:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
504,1994.0,Round of 16,Citrus Bowl,Orlando ,Netherlands,2.0,0.0,"rn"">Republic of Ireland",61355.0,NED,IRL,4.0,7.0,1994.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
505,1994.0,Round of 16,Stanford Stadium,San Francisco ,Brazil,1.0,0.0,USA,84147.0,BRA,USA,4.0,7.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
506,1994.0,Round of 16,Foxboro Stadium,Boston ,Nigeria,1.0,2.0,Italy,54367.0,NGA,ITA,5.0,7.0,1994.0,13:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
507,1994.0,Round of 16,Giants Stadium,New York/New Jersey ,Mexico,1.0,1.0,Bulgaria,71030.0,MEX,BUL,5.0,7.0,1994.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
508,1994.0,Quarter-finals,Foxboro Stadium,Boston ,Italy,2.0,1.0,Spain,53400.0,ITA,ESP,9.0,7.0,1994.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
509,1994.0,Quarter-finals,Cotton Bowl,Dallas ,Netherlands,2.0,3.0,Brazil,63500.0,NED,BRA,9.0,7.0,1994.0,14:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
510,1994.0,Quarter-finals,Giants Stadium,New York/New Jersey ,Bulgaria,2.0,1.0,Germany,72000.0,BUL,GER,10.0,7.0,1994.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
511,1994.0,Quarter-finals,Stanford Stadium,San Francisco ,Romania,2.0,2.0,Sweden,83500.0,ROU,SWE,10.0,7.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
512,1994.0,Semi-finals,Giants Stadium,New York/New Jersey ,Bulgaria,1.0,2.0,Italy,74110.0,BUL,ITA,13.0,7.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
513,1994.0,Semi-finals,Rose Bowl,Los Angeles ,Sweden,0.0,1.0,Brazil,91856.0,SWE,BRA,13.0,7.0,1994.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
514,1994.0,Match for third place,Rose Bowl,Los Angeles ,Sweden,,0.0,Bulgaria,91500.0,SWE,BUL,16.0,7.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
515,1994.0,Final,Rose Bowl,Los Angeles ,Brazil,0.0,0.0,Italy,94194.0,BRA,ITA,17.0,7.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
516,1998.0,Group A,Stade de France,Saint-Denis ,Brazil,2.0,1.0,Scotland,80000.0,BRA,SCO,10.0,6.0,1998.0,17:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
517,1998.0,Group A,La Mosson,Montpellier ,Morocco,2.0,2.0,Norway,29800.0,MAR,NOR,10.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
518,1998.0,Group B,Stade du Parc Lescure,Bordeaux ,Italy,2.0,2.0,Chile,31800.0,ITA,CHI,11.0,6.0,1998.0,17:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
519,1998.0,Group B,Stade Municipal,Toulouse ,Cameroon,1.0,1.0,Austria,33500.0,CMR,AUT,11.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
