,Unnamed: 0,Year,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Attendance,Home Team Initials,Away Team Initials,Date,month,year,time,Home_Team_Avg_Goals_Scored,Away_Team_Avg_Goals_Scored,Home_Team_Win_Rate,Away_Team_Win_Rate,Head_to_Head_Wins,Is_Home_Advantage,Result
454,454,1990.0,Round of 16,Marc Antonio Bentegodi,Verona ,Spain,1.0,2.0,Yugoslavia,35500.0,ESP,YUG,26.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
366,366,1986.0,Group D,Tres de Marzo,Guadalajara ,Algeria,1.0,1.0,Northern Ireland,22000.0,ALG,NIR,3.0,6.0,1986.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
91,91,1954.0,Group 2,Hardturm,Zurich ,Germany FR,,2.0,Turkey,17000.0,FRG,TUR,23.0,6.0,1954.0,18:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
339,339,1982.0,Group 4,Jose Zorrilla,Valladolid ,France,1.0,1.0,Czechoslovakia,28000.0,FRA,TCH,24.0,6.0,1982.0,17:15:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
564,564,1998.0,Round of 16,Stade V�lodrome,Marseilles ,Italy,1.0,0.0,Norway,55000.0,ITA,NOR,27.0,6.0,1998.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
345,345,1982.0,Group 1,Camp Nou,Barcelona ,Poland,3.0,0.0,Belgium,65000.0,POL,BEL,28.0,6.0,1982.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
776,776,2014.0,Group C,Estadio Mineirao,Belo Horizonte ,Colombia,3.0,0.0,Greece,57174.0,COL,GRE,14.0,6.0,2014.0,13:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
241,241,1974.0,Group 2,Waldstadion,Frankfurt/Main ,Scotland,0.0,0.0,Brazil,62000.0,SCO,BRA,18.0,6.0,1974.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
13,13,1930.0,Group 3,Estadio Centenario,Montevideo ,Uruguay,,0.0,Romania,70022.0,URU,ROU,21.0,7.0,1930.0,14:50:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
315,315,1982.0,Group 4,San Mames,Bilbao ,England,3.0,1.0,France,44172.0,ENG,FRA,16.0,6.0,1982.0,17:15:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
600,600,2002.0,Group F,Kobe Wing Stadium,Kobe ,Sweden,2.0,1.0,Nigeria,36194.0,SWE,NGA,7.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
387,387,1986.0,Group A,Estadio Ol�mpico Universitario,Mexico City ,Argentina,2.0,0.0,Bulgaria,65000.0,ARG,BUL,10.0,6.0,1986.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
273,273,1978.0,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,2.0,1.0,Hungary,71615.0,ARG,HUN,2.0,6.0,1978.0,19:15:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
166,166,1962.0,Match for third place,Nacional,Santiago De Chile ,Chile,1.0,0.0,Yugoslavia,66697.0,CHI,YUG,16.0,6.0,1962.0,14:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
845,845,2014.0,Quarter-finals,Estadio Castelao,Fortaleza ,Brazil,2.0,1.0,Colombia,60342.0,BRA,COL,4.0,7.0,2014.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
646,646,2006.0,Group B,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,England,1.0,0.0,Paraguay,48000.0,ENG,PAR,10.0,6.0,2006.0,15:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
484,484,1994.0,Group F,Citrus Bowl,Orlando ,Belgium,1.0,0.0,Netherlands,62387.0,BEL,NED,25.0,6.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
834,834,2014.0,Round of 16,Arena de Sao Paulo,Sao Paulo ,Argentina,1.0,0.0,Switzerland,63255.0,ARG,SUI,1.0,7.0,2014.0,13:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
504,504,1994.0,Round of 16,Citrus Bowl,Orlando ,Netherlands,2.0,0.0,"rn"">Republic of Ireland",61355.0,NED,IRL,4.0,7.0,1994.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
243,243,1974.0,Group 2,Parkstadion,Gelsenkirchen ,Yugoslavia,,0.0,Zaire,31700.0,YUG,ZAI,18.0,6.0,1974.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
566,566,1998.0,Round of 16,Stade Felix Bollaert,Lens ,France,1.0,0.0,Paraguay,31800.0,FRA,PAR,28.0,6.0,1998.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
562,562,1998.0,Group G,Stade de France,Saint-Denis ,Romania,1.0,1.0,Tunisia,77000.0,ROU,TUN,26.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
686,686,2006.0,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Japan,1.0,4.0,Brazil,65000.0,JPN,BRA,22.0,6.0,2006.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
189,189,1966.0,Group 3,Old Trafford Stadium,Manchester ,Hungary,3.0,1.0,Bulgaria,24129.0,HUN,BUL,20.0,7.0,1966.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
782,782,2014.0,Group F,Estadio do Maracana,Rio De Janeiro ,Argentina,2.0,1.0,"rn"">Bosnia and Herzegovina",74738.0,ARG,BIH,15.0,6.0,2014.0,19:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
699,699,2006.0,Round of 16,"FIFA World Cup Stadium, Hanover",Hanover ,Spain,1.0,3.0,France,43000.0,ESP,FRA,27.0,6.0,2006.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
475,475,1994.0,Group D,Cotton Bowl,Dallas ,Nigeria,3.0,0.0,Bulgaria,44132.0,NGA,BUL,21.0,6.0,1994.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
681,681,2006.0,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Portugal,2.0,1.0,Mexico,52000.0,POR,MEX,21.0,6.0,2006.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
510,510,1994.0,Quarter-finals,Giants Stadium,New York/New Jersey ,Bulgaria,2.0,1.0,Germany,72000.0,BUL,GER,10.0,7.0,1994.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
58,58,1950.0,Group 1,Pacaembu,Sao Paulo ,Brazil,2.0,2.0,Switzerland,42032.0,BRA,SUI,28.0,6.0,1950.0,15:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
474,474,1994.0,Group D,Foxboro Stadium,Boston ,Argentina,,0.0,Greece,54456.0,ARG,GRE,21.0,6.0,1994.0,12:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
560,560,1998.0,Group H,Stade de Gerland,Lyon ,Japan,1.0,2.0,Jamaica,39100.0,JPN,JAM,26.0,6.0,1998.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
747,747,2010.0,Group D,Mbombela Stadium,Nelspruit ,Australia,2.0,1.0,Serbia,37836.0,AUS,SRB,23.0,6.0,2010.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
252,252,1974.0,Group 3,Westfalenstadion,Dortmund ,Bulgaria,1.0,4.0,Netherlands,53300.0,BUL,NED,23.0,6.0,1974.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
21,21,1934.0,Preliminary round,Littorale,Bologna ,Sweden,3.0,2.0,Argentina,14000.0,SWE,ARG,27.0,5.0,1934.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
313,313,1982.0,Group 6,La Rosaleda,Malaga ,Scotland,,2.0,New Zealand,36000.0,SCO,NZL,15.0,6.0,1982.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
459,459,1990.0,Quarter-finals,San Paolo,Naples ,England,3.0,2.0,Cameroon,55205.0,ENG,CMR,1.0,7.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
160,160,1962.0,Quarter-finals,Carlos Dittborn,Arica ,Chile,2.0,1.0,Soviet Union,17268.0,CHI,URS,10.0,6.0,1962.0,14:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
276,276,1978.0,Group 4,Estadio Ol�mpico Chateau Carreras,Cordoba ,Peru,3.0,1.0,Scotland,37927.0,PER,SCO,3.0,6.0,1978.0,16:45:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
191,191,1966.0,Group 4,Roker Park Ground,Sunderland ,Soviet Union,2.0,1.0,Chile,16027.0,URS,CHI,20.0,7.0,1966.0,19:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
385,385,1986.0,Group C,Estadio Irapuato,Irapuato ,Soviet Union,2.0,0.0,Canada,14200.0,URS,CAN,9.0,6.0,1986.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
805,805,2014.0,Group B,Arena de Sao Paulo,Sao Paulo ,Netherlands,2.0,0.0,Chile,62996.0,NED,CHI,23.0,6.0,2014.0,13:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
413,413,1990.0,Group B,Stadio San Nicola,Bari ,Soviet Union,0.0,2.0,Romania,42907.0,URS,ROU,9.0,6.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
491,491,1994.0,Group C,Soldier Field,Chicago ,Bolivia,1.0,3.0,Spain,63089.0,BOL,ESP,27.0,6.0,1994.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
343,343,1982.0,Group 5,Luis Casanova,Valencia ,Northern Ireland,1.0,0.0,Spain,49562.0,NIR,ESP,25.0,6.0,1982.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
769,769,2010.0,Semi-finals,Durban Stadium,Durban ,Germany,0.0,1.0,Spain,60960.0,GER,ESP,7.0,7.0,2010.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
308,308,1982.0,Group 3,Camp Nou,Barcelona ,Argentina,0.0,1.0,Belgium,95000.0,ARG,BEL,13.0,6.0,1982.0,20:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
661,661,2006.0,Group A,"FIFA World Cup Stadium, Hamburg",Hamburg ,Ecuador,3.0,0.0,Costa Rica,50000.0,ECU,CRC,15.0,6.0,2006.0,15:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
130,130,1958.0,Quarter-finals,Rasunda Stadium,Solna ,Sweden,2.0,0.0,Soviet Union,31900.0,SWE,URS,19.0,6.0,1958.0,19:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
663,663,2006.0,Group B,Olympiastadion,Berlin ,Sweden,1.0,0.0,Paraguay,72000.0,SWE,PAR,15.0,6.0,2006.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
99,99,1954.0,Match for third place,Hardturm,Zurich ,Austria,3.0,1.0,Uruguay,32000.0,AUT,URU,3.0,7.0,1954.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
372,372,1986.0,Group A,Cuauhtemoc,Puebla ,Italy,1.0,1.0,Argentina,32000.0,ITA,ARG,5.0,6.0,1986.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
87,87,1954.0,Group 2,St. Jakob,Basel ,Hungary,,3.0,Germany FR,56000.0,HUN,FRG,20.0,6.0,1954.0,16:50:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
458,458,1990.0,Quarter-finals,Giuseppe Meazza,Milan ,Germany FR,1.0,0.0,Czechoslovakia,73347.0,FRG,TCH,1.0,7.0,1990.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
330,330,1982.0,Group 4,Jose Zorrilla,Valladolid ,France,,1.0,Kuwait,30043.0,FRA,KUW,21.0,6.0,1982.0,17:15:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
214,214,1970.0,Group 3,Jalisco,Guadalajara ,Brazil,1.0,0.0,England,66843.0,BRA,ENG,7.0,6.0,1970.0,12:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
466,466,1994.0,Group A,Pontiac Silverdome,Detroit ,USA,1.0,1.0,Switzerland,73425.0,USA,SUI,18.0,6.0,1994.0,11:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
121,121,1958.0,Group 2,Tunavallen,Eskilstuna ,Paraguay,3.0,3.0,Yugoslavia,13103.0,PAR,YUG,15.0,6.0,1958.0,19:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
614,614,2002.0,Group E,International Stadium Yokohama,Yokohama ,Saudi Arabia,0.0,3.0,"rn"">Republic of Ireland",65320.0,KSA,IRL,11.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
20,20,1934.0,Preliminary round,San Siro,Milan ,Switzerland,3.0,2.0,Netherlands,33000.0,SUI,NED,27.0,5.0,1934.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
700,700,2006.0,Quarter-finals,Olympiastadion,Berlin ,Germany,1.0,1.0,Argentina,72000.0,GER,ARG,30.0,6.0,2006.0,17:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
71,71,1950.0,Group 6,Maracan� - Est�dio Jornalista M�rio Filho,Rio De Janeiro ,Brazil,,1.0,Spain,152772.0,BRA,ESP,13.0,7.0,1950.0,15:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
106,106,1958.0,Group 2,Arosvallen,Vasteras ,Yugoslavia,1.0,1.0,Scotland,9591.0,YUG,SCO,8.0,6.0,1958.0,19:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
270,270,1978.0,Group 2,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Germany FR,0.0,0.0,Poland,67579.0,FRG,POL,1.0,6.0,1978.0,15:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
435,435,1990.0,Group E,Marc Antonio Bentegodi,Verona ,Belgium,3.0,1.0,Uruguay,33759.0,BEL,URU,17.0,6.0,1990.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
102,102,1958.0,Group 4,Nya Ullevi,Gothenburg ,Soviet Union,2.0,2.0,England,49348.0,URS,ENG,8.0,6.0,1958.0,19:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
